City,Year,Unemployment_Rate_%,MSME_Registered_Units,Average_AQI,Road_Density_km_per_1000sqkm,Internet_Penetration_%,Electricity_Access_%,Hospitals_per_100k,Beds_per_1000,Literacy_Rate_%,Student_Teacher_Ratio,Higher_Education_Institutions,Toilet_Access_%,PMAY_Average_Housing_Cost_Lakhs,Crime_Rate_per_100k,IPC_Crime_Cases,Population_Density_per_sqkm,Population_Growth_%,Net_Migration_Rate_%,Livability_Score_0_100,Infrastructure_Index,Healthcare_Index,Education_Index,Economic_Index,Safety_Index,Environmental_Index,Affordability_Index,Population_Pressure,Urbanization_Score,Development_Years,City_Encoded,Education_Economic_Interaction,Health_Safety_Interaction,Environment_Infrastructure_Interaction,Year_Normalized,Is_Recent
Kolkata,2009,10.93,165622,290,1193.1,61.2,80.6,2.77,1.25,86.8,39.1,119,65.9,21.22,563.4,78244,20549,1.54,2.57,88.12,55.57177035887682,32.98088972431078,66.62331792593255,22.365804470502216,29.530956848030023,3.0100334448160515,15.086034413765503,55.02528278750631,77.25999999999999,4,14,14.900841019075125,9.739572312582585,1.6727288736785653,0.21052631578947367,0
Kolkata,2010,4.97,143646,272,4480.2,43.6,78.7,1.55,2.82,82.1,21.6,192,81.2,9.84,475.4,136244,3210,1.6,5.34,66.6,70.99454577306172,44.961779448621556,78.93510156573512,52.00269709758689,40.537836147592245,9.030100334448166,60.624249699879954,20.70637502004335,69.53,5,14,41.048381770901806,18.22653248192401,6.410878715293203,0.2631578947368421,0
Kolkata,2011,7.15,132680,60,1661.9,65.8,80.2,1.82,3.5,96.5,39.4,172,69.7,24.21,278.0,190334,29849,3.35,6.39,71.77,59.47823414585315,55.15350877192983,77.6363208022294,38.627356714435614,65.22826766729206,79.93311036789298,3.1212484993997536,89.84409799554565,82.4,6,14,29.98885857624073,35.975678329657796,47.54280254467861,0.3157894736842105,0
Kolkata,2012,4.71,133913,198,1180.0,76.1,99.5,2.74,3.34,94.5,43.5,192,80.9,24.55,642.3,33172,14830,3.37,1.98,75.11,67.15620151158717,58.91791979949874,76.62009042987766,52.125161867130075,19.662288930581617,33.77926421404682,1.7607042817126772,59.83231560248947,90.47999999999999,7,14,39.93834615931517,11.584611622865795,22.684870744716733,0.3684210526315789,0
Kolkata,2013,8.17,52996,191,4812.5,68.9,75.3,1.56,1.94,95.0,24.2,130,68.9,11.43,701.2,146043,3766,2.21,0.68,67.6,74.23779218179088,34.024436090225564,79.28581661089412,22.424411482996025,12.295184490306433,36.12040133779264,54.26170468187274,27.258298842108097,81.26,8,14,17.77937776448051,4.183367189079638,26.814988480379316,0.42105263157894735,0
Kolkata,2014,8.13,39958,122,2868.8,93.3,99.8,1.79,3.24,80.0,28.6,153,96.7,24.02,525.1,72067,23838,1.5,3.88,61.85,82.29907703088243,51.71553884711779,70.63746348669852,20.903831285016313,34.32145090681675,59.19732441471572,3.881552621048412,61.280212108443976,89.92999999999999,9,14,14.765936191274461,17.749523276609278,48.71885162028826,0.47368421052631576,0
Kolkata,2015,8.08,75917,97,5574.8,45.9,87.6,2.94,0.92,71.0,22.7,174,71.3,24.01,528.1,87886,17822,2.57,5.05,58.28,77.62329846338656,29.92105263157895,69.97607861131941,25.973683189564724,33.94621638524077,67.55852842809364,3.9215686274509665,58.71963866233614,68.45,10,14,18.175364966984866,10.157065271057567,52.44115815921098,0.5263157894736842,0
Kolkata,2016,5.5,268757,286,5441.3,64.3,94.5,4.6,2.39,75.5,34.0,45,73.3,22.1,284.6,15160,3001,4.26,3.54,64.24,83.1050968516943,58.697055137844615,54.67784691833331,65.79527632348457,64.40275171982488,4.347826086956519,11.564625850340127,43.98336512040075,77.84,11,14,35.97544046764929,37.80251868727478,3.6132650805084454,0.5789473684210527,0
Kolkata,2017,9.39,251568,133,4406.8,84.7,91.4,2.49,3.6,84.6,25.6,90,61.5,7.56,647.6,1002,13080,2.59,0.83,90.73,78.71716001801892,60.6015037593985,68.40210809056417,42.245577836748275,18.999374609130705,55.51839464882944,69.74789915966386,49.36583476102171,86.66999999999999,12,14,28.89686581537598,11.513906718014548,43.70250355515432,0.631578947368421,0
Kolkata,2018,4.42,94738,125,1998.2,40.1,93.2,7.78,1.52,87.9,38.0,171,76.9,11.06,361.4,142811,24686,1.23,2.73,87.39,61.361501576655485,67.7468671679198,72.99942630748396,48.4842461353844,54.796747967479675,58.19397993311037,55.74229691876751,60.57944661477619,75.15,13,14,35.393221528339076,37.12308005786825,35.7086999141741,0.6842105263157895,0
Kolkata,2019,9.36,295533,238,2844.6,74.3,91.5,2.01,2.54,89.2,22.5,158,83.4,24.04,177.6,53799,18445,1.69,4.79,80.67,73.22794984733972,44.34398496240601,79.37712527000258,48.27407312121922,77.78611632270169,20.40133779264214,3.8015206082432917,52.13229826951557,85.41999999999999,14,14,38.31857149436282,34.49346372497848,14.939481406982347,0.7368421052631579,0
Kolkata,2020,3.37,156587,177,2720.3,94.1,95.7,6.03,3.09,82.5,42.9,141,89.2,22.23,328.1,161607,6661,1.88,2.51,90.99,78.98579658641574,76.40695488721805,64.56172286823873,62.47208694609032,58.9618511569731,40.80267558528428,11.04441776710684,30.1377229008877,89.94,15,14,40.333055644139975,45.05095501417709,32.22831833960776,0.7894736842105263,1
Kolkata,2021,9.78,211845,231,3722.8,94.9,87.4,3.97,1.32,91.2,37.8,83,61.0,21.78,157.4,141036,29137,2.25,1.91,78.13,76.03356524350569,41.37468671679198,66.22429206164453,34.81571652408438,80.31269543464666,22.742474916387955,12.845138055222083,78.61333970442615,91.17000000000002,16,14,23.05646179426388,33.22912612989635,17.29191450353975,0.8421052631578947,1
Kolkata,2022,9.45,166196,291,1068.7,69.3,93.0,7.11,1.37,91.6,32.9,85,65.3,22.31,252.2,62647,9411,3.99,4.54,82.44,60.16911657240102,61.67387218045113,68.84792514913096,30.529802931979756,68.45528455284553,2.6755852842809347,10.724289715886359,54.46287367276466,85.33,17,14,21.019135870786613,42.219024695886056,1.609876028693003,0.8947368421052632,1
Kolkata,2023,4.63,189337,192,5130.7,92.6,75.3,5.88,0.97,84.8,25.8,68,74.1,17.43,367.1,146807,12731,0.77,5.2,58.43,81.6104644877121,48.9671052631579,66.22196595449407,59.95541532188546,54.0838023764853,35.785953177257525,30.252100840336126,32.450495258204235,84.28999999999999,18,14,39.703654722334505,26.483272440011852,29.20508260931503,0.9473684210526315,1
Kolkata,2024,6.18,207205,133,1094.2,61.7,98.6,5.67,2.95,87.1,23.4,89,90.0,7.03,330.6,55987,13528,4.42,0.91,69.38,65.39675058811753,72.40131578947368,70.78156103457152,53.868910735830056,58.649155722326455,55.51839464882944,71.8687474989996,66.56926276512343,82.93,19,14,38.129255931140406,42.46276044238175,36.30722607902178,1.0,1
Surat,2005,4.02,291349,78,2898.7,82.8,92.6,4.25,1.91,80.7,25.1,49,79.3,10.37,336.9,131694,29087,2.91,0.96,48.55,74.70873417087942,50.50407268170426,62.164222224709285,76.89629061520799,57.86116322701689,73.91304347826086,58.50340136054422,84.39256656425313,84.9,0,22,47.80198098059616,29.222243930652148,55.21949916978044,0.0,0
Surat,2006,10.59,92700,73,3915.0,76.2,91.2,3.24,0.85,96.1,24.8,138,88.3,17.2,353.4,54948,18332,3.96,6.18,49.98,79.85557535412183,30.92575187969925,80.48257613233204,14.496547098790519,55.79737335834898,75.58528428093645,31.172468987595035,72.12787213085375,88.66,1,22,11.667194555343452,17.255757240192416,60.3590636455904,0.05263157894736842,0
Surat,2007,3.82,283697,234,5391.6,51.8,89.7,6.06,2.98,81.0,18.4,120,70.1,14.01,772.4,80408,25354,1.25,4.53,90.92,78.27633565243505,75.21992481203007,72.46431041622365,76.9684744123331,3.3896185115697364,21.739130434782606,43.937575030012,62.10037888552783,74.85,2,22,55.774674220784725,2.5496684958174085,17.016594707051095,0.10526315789473684,0
Surat,2008,3.37,7454,158,1281.7,83.4,97.9,4.32,1.63,81.7,37.5,11,83.6,17.27,564.5,49162,21707,0.87,1.7,86.24,69.18523599779769,47.44266917293233,53.4217414466542,42.5790002982541,29.393370856785495,47.15719063545151,30.89235694277711,51.384179359793215,87.07,3,22,22.746443449903428,13.944999694357845,32.625813631068475,0.15789473684210525,0
Surat,2009,8.78,9054,112,1914.9,55.7,81.2,1.91,2.27,89.8,34.4,137,63.2,24.03,695.0,161212,24866,4.23,3.77,54.41,57.72456379198159,40.34241854636591,72.3259043547358,13.229585297784045,13.070669168230143,62.54180602006689,3.8415366146458463,87.66732568777323,76.99000000000001,4,22,9.568417209003478,5.273024062658209,36.101984712710895,0.21052631578947367,0
Surat,2010,7.74,224150,234,3511.5,44.0,84.3,7.48,2.67,84.5,25.3,80,95.8,18.33,661.8,91414,19277,1.49,4.73,65.1,70.8259547524901,80.2421679197995,67.47071325446834,47.60464091177737,17.223264540337713,21.739130434782606,26.650660264105642,52.02297891219509,72.28999999999999,5,22,32.11919076540463,13.82032085372907,15.396946685323933,0.2631578947368421,0
Surat,2011,6.26,196550,284,1132.8,87.8,82.3,4.39,0.87,78.1,31.6,20,79.6,23.54,218.5,153123,12880,3.12,2.06,52.5,63.83995345112368,38.381265664160395,54.7943264205213,52.01046497043236,72.67041901188243,5.0167224080267525,5.802320928371341,53.68541480612028,82.27,6,22,28.498783948729592,27.891826580209116,3.2026732500563697,0.3157894736842105,0
Surat,2012,3.86,25795,96,4253.9,91.1,95.4,5.95,1.15,77.8,26.4,57,80.6,15.71,382.0,71404,25028,3.66,2.35,87.95,84.25185644927173,51.655701754385966,60.649177737238524,42.3479396567831,52.220137585991246,67.89297658862876,37.13485394157663,82.91501373543046,87.07000000000001,7,22,25.683677190500898,26.974678527149646,57.20109317458916,0.3684210526315789,0
Surat,2013,10.6,101389,138,3429.3,94.6,96.9,2.17,2.06,84.9,31.6,46,94.4,18.54,694.6,171894,22702,2.26,4.16,52.54,84.03452274888635,39.34649122807017,61.48739174715448,15.600941737272642,13.120700437773603,53.84615384615385,25.810324129651864,65.76731986037218,91.41,8,22,9.592612162242158,5.162535246809955,45.2493584032465,0.42105263157894735,0
Surat,2014,8.23,57879,223,1993.9,46.8,79.1,1.51,3.1,89.8,31.9,40,63.3,5.38,257.7,178280,8004,1.92,1.13,55.45,55.72997897792682,48.21115288220552,63.6907463822453,22.747893720512963,67.76735459662288,25.4180602006689,78.47138855542217,33.19365826553414,73.69,9,22,14.488303296834616,32.67142292880418,14.165479606429562,0.47368421052631576,0
Surat,2015,6.91,184287,111,1100.2,62.7,80.9,2.93,3.87,86.6,33.0,88,77.2,15.82,602.7,140727,5979,2.5,2.97,85.91,57.75678212122729,66.73339598997494,66.1048892569753,46.822771444441486,24.615384615384606,62.87625418060201,36.69467787114845,34.290208003894286,77.72,10,22,30.952141210394696,16.42668208983998,36.31530113307937,0.5263157894736842,0
Surat,2016,7.87,162088,78,3949.3,46.8,83.4,2.43,3.01,75.6,28.6,180,68.2,15.16,422.5,4606,23989,0.78,3.35,71.35,67.78725561839933,52.85056390977443,70.7110313258945,38.61571009869209,47.15447154471545,73.91304347826086,39.335734293717486,55.16948596726762,69.3,11,22,27.30556686460277,24.921404120056238,50.10362371794732,0.5789473684210527,0
Surat,2017,7.84,208146,113,851.9,82.0,88.4,6.93,3.43,92.8,31.1,73,91.7,14.03,269.2,171139,26594,2.37,0.95,63.23,65.52397717603485,86.29605263157895,69.16367673557096,44.92339396217587,66.32895559724827,62.207357859531776,43.85754301720688,74.57065298453588,88.24,12,22,31.070670978646323,57.23927043217799,40.76073496569392,0.631578947368421,0
Surat,2018,9.33,271023,100,1148.3,90.9,84.7,5.02,3.9,71.8,35.5,24,75.0,21.08,431.8,199439,17212,1.78,1.82,61.47,64.33753491165723,80.20363408521303,49.679142706852744,45.16857989737487,45.99124452782989,66.5551839464883,15.646258503401366,50.45560501592239,81.4,13,22,22.439363265875663,36.886649472336245,42.819964707089596,0.6842105263157895,0
Surat,2019,5.67,25270,142,3214.0,81.9,91.4,6.11,0.83,75.9,35.9,101,60.2,21.09,652.3,110135,2927,3.57,4.0,81.75,71.92689123579758,48.658208020050125,59.69966245481304,32.3871986942495,18.411507191995003,52.508361204013376,15.60624249699879,37.68762310011617,82.35000000000001,14,22,19.335048299036565,8.958709469107418,37.767631852910434,0.7368421052631579,0
Surat,2020,8.89,241885,179,1529.7,78.9,90.5,6.32,1.34,75.3,42.0,152,96.3,20.17,538.2,131172,26784,2.82,4.29,52.35,69.84653936633465,56.34899749373433,61.74814137502658,43.68618759517703,32.68292682926829,40.13377926421404,19.287715086034407,78.96148401296175,80.94,15,22,26.97540887762924,18.416501619903414,28.032055932977116,0.7894736842105263,1
Surat,2021,6.53,216337,117,1851.7,58.2,81.0,2.9,2.16,94.5,31.7,45,63.1,18.92,398.8,164544,20125,3.68,2.13,77.54,57.828231643225394,45.17042606516291,67.10234580474757,53.17447434742315,50.11882426516573,60.86956521739131,24.289715886354536,73.2375809018235,79.56,16,22,35.68131965646467,22.638886459425613,35.1997931741372,0.8421052631578947,1
Surat,2022,4.74,282025,209,2487.5,55.6,79.8,6.02,1.5,86.1,25.1,135,92.6,20.56,644.6,38356,3563,3.3,2.71,65.32,66.03057310175684,56.46929824561403,74.0474383051113,71.71812128454562,19.374609130706688,30.100334448160538,17.727090836334536,36.56071267697,75.06,17,22,53.10543161175881,10.940705813940726,19.875423341665943,0.8947368421052632,1
Surat,2023,2.76,81575,58,5371.8,54.1,88.9,1.75,2.93,78.7,42.2,178,73.0,23.02,797.5,165257,25501,1.5,3.96,48.16,78.97723159317283,47.58991228070176,66.31211984197155,55.79945100617434,0.250156347717323,80.60200668896321,7.883153261304521,64.62303766373896,74.38000000000001,18,22,37.00179882237653,0.11904918644328129,63.65723349148713,0.9473684210526315,1
Surat,2024,3.31,299673,131,4690.6,86.8,96.5,7.98,1.57,71.1,29.1,34,60.9,12.21,659.4,113669,10070,3.12,1.89,45.68,81.96765153411081,69.625,53.11494734250316,81.8864235561368,17.523452157598506,56.18729096989967,51.14045618247298,48.03698437293994,83.42999999999999,19,22,43.493930752501164,12.20070356472796,46.05540286866428,1.0,1
Jaipur,2005,9.0,189004,240,1002.5,88.6,90.5,5.16,2.8,93.3,33.8,120,99.6,20.13,437.5,141772,12287,1.42,4.08,88.62,69.80776865708995,67.33082706766918,72.98462222023257,36.03121450465064,45.278298936835526,19.732441471571903,19.447779111644657,37.348648927142634,91.05,0,11,26.29724578758091,30.486253156343018,13.77477709287059,0.0,0
Jaipur,2006,10.4,105862,181,1900.5,97.7,99.5,5.72,3.37,89.3,34.0,20,78.2,18.5,590.4,75251,28309,1.17,3.5,77.47,74.54248811251814,77.96459899749372,60.44528410426295,17.29049845390593,26.15384615384616,39.464882943143806,25.970388155262103,67.32758149202508,94.88,1,11,10.451290913506632,20.390741276267594,29.418105676512173,0.05263157894736842,0
Jaipur,2007,8.43,196348,118,1612.3,76.9,90.0,2.67,3.06,82.3,36.0,169,66.8,5.38,656.4,122329,21289,3.85,5.32,90.16,63.809973472145764,54.97932330827068,70.32928987924029,40.12559637380454,17.898686679174492,60.535117056856194,78.47138855542217,77.09183439347014,82.99000000000001,2,11,28.220046989506926,9.840576817277721,38.62744213531232,0.10526315789473684,0
Jaipur,2008,7.06,149106,150,1599.2,73.2,81.9,7.49,2.67,86.0,27.6,19,61.3,13.47,205.0,121762,26548,4.03,4.45,54.93,59.474404624856106,80.3048245614035,61.215561101722415,41.31025010247189,74.35897435897436,49.83277591973244,46.0984393757503,89.26660628354999,80.93,3,11,25.288301392753027,59.713843904633386,29.63774678629953,0.15789473684210525,0
Jaipur,2009,9.84,266397,99,4634.6,56.6,95.1,7.98,0.9,94.2,34.8,194,78.6,21.95,190.6,67720,2943,4.4,5.4,85.07,78.76735722508634,61.25000000000001,80.51637385143984,41.76462519781179,76.16010006253909,66.88963210702342,12.164865946378544,45.1139943357065,83.19,4,11,33.627361761922785,46.6480612883052,52.68719546828518,0.21052631578947367,0
Jaipur,2010,10.47,30105,146,1169.4,52.2,80.7,4.55,1.66,72.7,22.5,37,98.9,20.19,779.0,88508,9072,3.69,2.46,59.07,60.283145803093255,49.25877192982456,57.31632124990207,6.802638791616598,2.564102564102566,51.17056856187291,19.207683073229287,51.108838018471744,68.95,5,11,3.899022303273425,1.2630454340980668,30.84722845442565,0.2631578947368421,0
Jaipur,2011,4.48,43255,114,2647.7,79.1,76.6,2.87,3.39,74.0,27.3,174,66.2,6.65,464.9,61181,17338,3.72,1.32,72.29,65.29241503578757,60.357456140350884,69.72708083849088,41.28897851879838,41.851156973108196,61.87290969899666,73.38935574229691,67.99173061200918,76.31,6,11,28.78959942918968,25.26029371427318,40.398316995386956,0.3157894736842105,0
Jaipur,2012,6.8,47503,205,2222.9,68.3,77.1,4.49,1.78,92.2,19.5,89,78.3,19.5,523.3,133775,23534,3.95,2.38,70.29,63.576182491616194,50.3828320802005,75.57875479849136,29.178030326430154,34.54659161976236,31.438127090301005,21.968787515005992,82.49541698412075,80.5,7,11,22.052391995442093,17.405551245217488,19.987161050875997,0.3684210526315789,0
Jaipur,2013,9.64,296888,272,2731.6,51.3,87.2,6.32,2.38,83.0,40.6,78,94.4,13.14,363.4,91343,23110,1.0,1.68,89.72,68.97235597377247,69.34899749373433,59.5545634631957,46.92476406865242,54.54659161976235,9.030100334448166,47.418967587034814,55.36250351714618,74.75,8,11,27.94583839722046,37.8275144553065,6.228272947464407,0.42105263157894735,0
Jaipur,2014,3.99,172479,194,3346.0,77.4,80.7,5.09,1.99,87.9,21.8,118,67.4,10.57,292.2,37384,24945,1.64,6.06,90.59,69.91758496421244,56.767230576441094,74.8888287763987,61.203967809112704,63.45215759849907,35.11705685618729,57.70308123249299,64.75262831828891,82.59,9,11,45.83493465692859,36.02003260966676,24.55299806435554,0.47368421052631576,0
Jaipur,2015,7.36,47185,143,4948.2,61.3,77.2,5.12,3.5,91.5,22.7,137,68.8,9.36,718.1,50684,8634,0.5,5.72,82.25,73.94700535562339,75.83020050125313,78.55748564649528,26.07550251405773,10.181363352095051,52.17391304347826,62.54501800720288,21.80969827269416,78.15,10,11,20.48425914473242,7.720548243654784,38.58104627249916,0.5263157894736842,0
Jaipur,2016,7.83,226328,88,3183.3,60.4,77.3,4.66,3.75,71.1,25.9,49,69.5,23.17,454.2,93793,23056,1.12,3.42,65.21,65.10322989138596,76.07299498746866,56.04787478595651,47.403364496485864,43.189493433395874,70.5685618729097,7.282913165266091,56.322999483443056,69.75,11,11,26.56857837732096,32.85554117470035,45.94241306716535,0.5789473684210527,0
Jaipur,2017,7.57,299869,242,2868.9,88.0,79.3,1.7,1.45,79.2,31.8,126,96.4,15.2,475.8,10998,2012,2.7,3.13,84.44,75.02957755643426,28.776629072681704,66.0185058924914,58.633879781420774,40.487804878048784,19.06354515050167,39.17567026810724,28.097808710673718,81.87,12,11,38.7092113784936,11.651025429427227,14.303297393701515,0.631578947368421,0
Jaipur,2018,3.87,12366,162,2034.9,42.9,93.1,2.23,2.75,77.6,22.7,82,92.1,12.84,638.0,25971,23410,1.45,4.56,71.59,65.11519445417689,48.34743107769424,64.6898474555405,40.5019793069203,20.20012507817386,45.81939799331104,48.619447779111646,59.97444748067873,71.84,13,11,26.20066863012132,9.766241549778135,29.83539010107771,0.6842105263157895,0
Jaipur,2019,10.4,119260,66,899.6,88.0,88.1,6.54,1.55,79.3,18.8,192,86.7,23.66,322.6,122681,20676,1.77,5.59,89.52,65.87272786425747,60.35244360902256,78.50231760136988,19.077678856014852,59.64978111319574,77.92642140468227,5.322128851540608,57.32956549450348,84.55,14,11,14.976420046518166,36.00010050924685,51.33225950626083,0.7368421052631579,0
Jaipur,2020,10.02,223024,119,2264.4,95.9,75.3,6.15,3.06,86.8,44.7,69,73.6,6.58,437.8,52948,10958,3.84,6.11,53.73,67.8239005956254,76.78383458646616,59.103760226522354,34.99542559813961,45.24077548467792,60.200668896321076,73.66946778711485,56.236222692078705,86.08,15,11,20.683612435775462,34.73760221378962,40.830441830142384,0.7894736842105263,1
Jaipur,2021,5.67,278946,65,1280.3,49.4,89.9,2.48,3.9,82.1,31.5,56,78.8,18.24,638.3,151019,17758,4.12,5.4,80.58,59.01822864007207,64.28884711779448,60.85696030262672,66.22544139356152,20.16260162601626,78.26086956521739,27.0108043217287,72.39945438812624,74.63,16,11,40.30279057911906,12.962304134319538,46.18817893570858,0.8421052631578947,1
Jaipur,2022,2.97,7028,103,4250.3,63.8,85.1,7.25,3.67,94.5,26.5,141,70.9,8.81,270.0,69079,13468,3.82,1.22,79.54,73.74383752940588,91.30106516290726,79.06684536267082,44.70796783447898,66.22889305816135,65.55183946488295,64.74589835934374,61.10344412831892,82.47,17,11,35.3491797924801,60.46768480770405,48.34044199252025,0.8947368421052632,1
Jaipur,2023,7.02,89943,173,2359.7,74.6,85.8,2.57,1.17,84.8,42.4,75,89.3,18.17,755.5,164375,17431,3.13,5.89,63.78,70.33090144651884,30.727756892230573,59.531274188313496,33.636983231311554,5.503439649781116,42.140468227424755,27.290916366546604,62.922546826450365,82.03999999999999,18,11,20.024524716109113,1.691083556295367,29.63777117813169,0.9473684210526315,1
Jaipur,2024,5.28,8189,256,4965.1,46.1,89.4,4.52,1.18,96.5,23.8,22,83.8,19.78,171.1,132084,16436,0.91,1.54,71.69,77.65159417388259,43.07080200501253,69.50971897348659,32.23988464033666,78.59912445278299,14.381270903010035,20.848339335734288,41.14519697175113,79.25,19,11,22.40985321087428,33.85327327073155,11.167286118652012,1.0,1
Indore,2005,5.02,281803,254,5914.5,55.1,99.2,4.3,1.91,71.4,19.4,141,78.3,9.53,549.1,51318,17751,1.94,5.44,83.57,86.0435837629511,50.817355889724304,68.36942888160178,70.15845370875702,31.319574734208878,15.050167224080269,61.86474589835934,52.96444815295638,74.85,0,10,47.966934112840136,15.9157797558311,12.94970324191572,0.0,0
Indore,2006,6.56,108491,140,4989.7,59.0,80.2,2.05,2.29,83.0,40.7,52,75.2,21.17,685.4,77537,14314,1.71,6.1,50.58,75.8747234596326,41.46961152882206,56.89695470671845,38.62479147770665,14.271419637273297,53.17725752508361,15.2861144457783,44.00667621683931,74.96000000000001,1,10,21.9763301126352,5.918302283225262,40.34809709057386,0.05263157894736842,0
Indore,2007,10.44,206740,182,969.8,67.6,85.2,2.55,2.9,96.2,33.2,145,62.7,13.35,225.6,122946,28215,3.15,0.96,61.67,56.47409680164173,52.22744360902255,77.50444561336751,30.52819512607937,71.78236397748593,39.13043478260869,46.578631452581035,84.77782865665124,84.32,2,10,23.660708388234898,37.49009366756478,22.098559618033715,0.10526315789473684,0
Indore,2008,7.18,123946,258,5036.3,75.5,84.3,3.16,1.14,79.6,29.2,138,86.3,6.4,406.9,37173,5547,3.81,0.75,64.7,82.85796836678513,34.049498746867165,68.62266521919172,37.29838021983626,49.10569105691057,13.712374581939802,74.38975590236095,45.092215823356185,79.78,3,10,25.59514259043946,16.720241661063227,11.361794993438766,0.15789473684210525,0
Indore,2009,3.93,264402,189,2003.2,69.1,93.3,7.73,1.51,93.9,43.2,184,85.4,17.6,412.1,150727,16407,3.21,3.07,79.38,68.91652785424695,67.30858395989975,75.58970061890746,73.79359096094912,48.45528455284553,36.78929765886287,29.571828731492587,61.57688128987171,86.28,4,10,55.78035448332259,32.614565886260365,25.353906568452054,0.21052631578947367,0
Indore,2010,9.51,48198,258,3609.5,89.0,85.8,3.96,3.73,76.8,40.8,101,80.6,11.17,522.5,65717,2138,1.59,0.54,90.98,77.72646979328294,71.43703007518796,58.05703439245223,14.461994305819553,34.64665415884928,13.712374581939802,55.30212084833933,18.46244210186073,83.16,5,10,8.396205007964141,24.75054075150352,10.658144687373248,0.2631578947368421,0
Indore,2011,10.71,121570,232,2598.2,78.9,95.1,7.65,2.08,91.1,25.2,198,61.0,17.07,578.7,137921,4491,4.25,1.59,74.27,69.51465488763202,73.93233082706767,83.33455316672449,17.69182433706434,27.617260787992493,22.408026755852838,31.692677070828324,46.88935347261244,88.64,6,10,14.743402758334385,20.418084611152647,15.576862466459344,0.3157894736842105,0
Indore,2012,4.39,95628,186,2969.4,49.3,79.3,4.22,3.22,94.2,20.3,84,64.0,5.33,580.1,120887,5727,1.44,0.64,84.24,61.31260573602282,66.69110275689223,75.9198947969245,48.76689906869534,27.44215134459037,37.792642140468224,78.67146858743497,24.340451243791968,76.25999999999999,7,10,37.02377846867585,18.30147335192265,23.1716536728113,0.3684210526315789,0
Indore,2013,10.78,44960,107,5315.7,93.7,85.5,1.83,0.93,85.5,28.6,15,83.3,5.23,661.8,61980,2167,2.85,2.89,90.77,87.65643675859653,23.091165413533833,60.068116753030175,7.0901816561902375,17.223264540337713,64.21404682274247,79.07162865146059,29.74567983273792,87.96000000000001,8,10,4.258938595242281,3.977052504619899,56.28774534331282,0.42105263157894735,0
Indore,2014,7.13,86195,227,2211.8,92.4,84.4,5.07,0.96,81.5,40.5,163,69.0,9.52,681.2,186149,3765,2.3,2.52,85.92,68.67062415536314,43.766917293233085,67.241820460879,32.535938689584796,14.796747967479673,24.080267558528423,61.904761904761905,28.058070461709978,85.64000000000001,9,10,21.877757478912276,6.476080445014976,16.536070030722893,0.47368421052631576,0
Indore,2015,3.21,67282,238,1066.7,68.6,86.1,3.67,2.06,84.3,22.4,118,92.2,20.2,250.0,30700,8777,1.94,2.95,76.95,63.329106061364435,48.744987468671674,72.4615681973341,51.43386874563641,68.73045653533458,20.40133779264214,19.16766706682673,34.9256528834331,80.13,10,10,37.269787877646635,33.50265242530968,12.919984848639565,0.5263157894736842,0
Indore,2016,2.98,15228,147,4425.3,51.2,91.0,3.19,3.64,94.2,26.0,53,76.5,9.81,587.0,165386,20519,3.8,2.88,52.35,74.98975724510737,65.4874686716792,70.26534140636367,45.74713398985681,26.579111944965604,50.836120401337794,60.744297719087626,75.09860954928224,80.34,11,10,32.14437988159953,17.40598760816989,38.121883281793714,0.5789473684210527,0
Indore,2017,8.77,111339,217,2207.3,44.7,99.8,2.52,3.96,96.4,39.4,135,83.1,22.32,338.1,94068,18962,2.14,3.06,60.52,66.54810050553081,65.28947368421052,73.85772783740529,26.928187968126778,57.71106941838649,27.424749163879603,10.684273709483783,57.180437750485915,81.91,12,10,19.888547781043993,37.67925348079391,18.25064963696832,0.631578947368421,0
Indore,2018,7.3,255919,100,5659.1,80.0,95.6,5.12,3.29,70.4,40.1,17,95.6,24.84,341.1,42853,23195,1.51,5.69,49.83,92.12524150357876,73.20520050125313,46.08662734608455,54.24672963295977,57.33583489681051,66.5551839464883,0.6002400960384069,60.07679335655389,80.84,13,10,25.000488133380188,41.97281289527759,61.31412394385343,0.6842105263157895,0
Indore,2019,3.57,293849,218,5203.8,58.8,91.9,5.36,2.73,88.4,33.5,91,71.0,20.37,297.1,138778,7766,3.0,4.98,55.28,79.57634866609942,67.70895989974936,67.26367964544325,79.68878596112651,62.83927454659162,27.090301003344486,18.487394957983184,42.33663112499209,80.57,14,10,53.601609702235095,42.547819204045126,21.557472381117236,0.7368421052631579,0
Indore,2020,3.01,43637,201,5217.1,42.6,93.4,3.72,2.33,95.1,27.0,98,60.5,6.63,318.1,6542,19309,2.21,3.79,53.21,74.75291856449272,52.43327067669172,74.88252017324932,49.372720987982596,60.212632895559715,32.77591973244147,73.46938775510203,58.501556572685345,78.84,15,10,36.971537753908166,31.571452787691545,24.500956586355475,0.7894736842105263,1
Indore,2021,5.02,200828,291,1062.2,91.6,89.4,5.17,2.4,71.9,20.4,124,73.6,23.35,414.3,29513,21726,1.67,3.65,77.8,65.17658241153211,62.39348370927318,66.51545186959295,59.35707043806215,48.18011257035647,2.6755852842809347,6.562625050019999,58.549320369094595,83.06,16,10,39.481623618429616,30.06125068769484,1.7438550478001893,0.8421052631578947,1
